id;author.userName;text;url;keyword;category;createdAt
1746608239070859588;gazanotice;Dear World,  As we endure a three-day telecommunications blackout, today marks the 100th day of this ongoing war—100 days of homelessness, displacement, loneliness, and fear.  A century filled with killings, bloodshed, and death.  Despite all the challenges I will continue reporting.  Please, do not stop marching for Palestine & talking about Palestine.  We will not give up.  Love from Gaza,  Hind☀️ @Hind_Gaza;https://x.com/gazanotice/status/1746608239070859588;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 19:00:29 +0000 2024
1746322058584416449;RagilSemar;100 HARI AGRESI DAN PEMBUNUHAN DI GAZA !!  Lebih dari 30.000 korban jiwa. Dan Genosida ini terus berlangsung di depan mata dunia ya g tak kuasa berbuat apa-apa!!  ISTIGHFAR #GazaGenocide #IsraelTerrorist #SahabatPalestina_ID https://t.co/xeQoIN5GYU;https://x.com/RagilSemar/status/1746322058584416449;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 00:03:18 +0000 2024
1746464223813681359;Timesofgaza;Gaza | 100 days of farewells, funerals, and heartbreak. https://t.co/0D3QlxKuka;https://x.com/Timesofgaza/status/1746464223813681359;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 09:28:13 +0000 2024
1746554069999628325;OnlinePalEng;Severe hunger grips Gaza, raising serious concerns about casualties amid the Israeli blockade. #GazaGenocide https://t.co/fMSIdxX95y;https://x.com/OnlinePalEng/status/1746554069999628325;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 15:25:14 +0000 2024
1746457127869440443;CensoredMan;100 days of Genocide in Gaza   Relentless bombings, tragic losses, and a humanitarian crisis for Palestinians 24,000 killed 59,167 wounded More than 7000 missing, dead or buried under rubble. Majority of victims are children and women. https://t.co/dEFhOJRafD;https://x.com/CensoredMan/status/1746457127869440443;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 09:00:01 +0000 2024
1746615209555317075;Timesofgaza;100 days and the Israeli army continues to target and kill civilians point blank. https://t.co/zgFj88YAOd;https://x.com/Timesofgaza/status/1746615209555317075;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 19:28:11 +0000 2024
1746374771175043277;LDelsoll;100 days of terror, death and endless farewells 100 days of war against humanity  100 days of the #GazaGenocide 💔 100's of thousands of people are taking to the streets across the world to protest against the war in #Gaza The world is #Palestine - shame on its leaders https://t.co/bh4efXSItu;https://x.com/LDelsoll/status/1746374771175043277;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 03:32:46 +0000 2024
1746818023250391352;Timesofgaza;UPDATE: • 12 massacres, 132+ killed and 252+ injuries in the past 24 hrs • Total death toll has risen to 24,100+ killed and 60,384+ injured since Oct 7 https://t.co/k6Tmc8iUt4;https://x.com/Timesofgaza/status/1746818023250391352;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Mon Jan 15 08:54:05 +0000 2024
1746991902606365056;ManuPineda;🇵🇸 Cien días de masacre, de asesinatos masivos de niños y mujeres, de GENOCIDIO israelí sobre la población civil de la franja de #Gaza y de toda #Palestina. ¿Qué más necesitan los #EEUU🇺🇸 y la #UE🇪🇺 para dejar de apoyar al régimen terrorista y genocida de Israel? #ParemosElGenocidioDeGaza #AltoElFuegoYa;https://x.com/ManuPineda/status/1746991902606365056;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Mon Jan 15 20:25:01 +0000 2024
1746579877027794983;L_insoumission;🔴 Depuis 100 jours les meurtres de masse de Palestiniens à Gaza se poursuivent sur fond d'occupation belligérante depuis 75 ans. La liste des enfants victimes de l'armée de Netanyahou s'allonge chaque jour. @Timesofgaza https://t.co/vdqZtGCZf1;https://x.com/L_insoumission/status/1746579877027794983;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 17:07:47 +0000 2024
1746659718293061968;ArnoudvDoorn;More than 9,000 soldiers of the Israeli terrorist army have serious psychological problems after returning from #Gaza. Many have committed suicide. May the ghosts of the thousands of murdered muslim children continue to torment and haunt their dreams forever.  ☠️☝️🔥 https://t.co/2xFa3IM42d;https://x.com/ArnoudvDoorn/status/1746659718293061968;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 22:25:02 +0000 2024
1746385300765786225;NizamOfDeccan;☢️ गाज़ा कत्लेआम को आज 100 दिन पूरे हो गए है, नाममात्र ह्यूमन राइट्स तंजीमे, आलमी बिरादरी, आतंकी संगठन UN और मुनाफिक मुस्लिम वर्ल्ड ने सिवाये बयानबाज़ी के फलस्तीनियो की कोई मदद नहीं कि है दूसरी तरफ आतंकी संगठन इस्राइल को हिमायतियो से भरपूर हथ्यारो की खेप मिल रही है- #GazaGenocide https://t.co/pTSO6MLqW1;https://x.com/NizamOfDeccan/status/1746385300765786225;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 04:14:36 +0000 2024
1746528155207143785;UNRWA;For the people of #Gaza, the past 100 days have felt like 100 years. Despite repeated calls, a humanitarian ceasefire is still not in place to stop the killing of people in #Gaza and enable the safe delivery of food, medicine, water and shelter. https://t.co/ZTqhfcXjCm;https://x.com/UNRWA/status/1746528155207143785;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 13:42:15 +0000 2024
1746375696983687591;BrunellaCapitan;🤔 so it is not #Israel or #USA to be blame for #Gaza genocide but #Germany??  After a total economic suicide, accepting Nord Stream attack  and devastating consequences, after supporting Ukraine proxy war, while loosing business, and going bankrupt  Germany like rest of Europe decide to keep on supporting EVERYTHING that Zionist order them… even a #GENOCIDE and nobody wonder why ⁉️⁉️ Next blaming what.. ARTIFICIAL INTELLIGENCE ⁉️ Isn’t clear yet that the leadership of European countries are under USRAEL control⁉️;https://x.com/BrunellaCapitan/status/1746375696983687591;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 03:36:26 +0000 2024
1745186659912556926;gazanotice;January 10, 2024 The 96th day Israeli occupation commits 14 massacres against families in Gaza, resulting in 147 killed and 243 injuries. These are the figures recorded in hospitals alone in the past 24 hours.;https://x.com/gazanotice/status/1745186659912556926;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Wed Jan 10 20:51:38 +0000 2024
1746620063438799102;Son_YemeniRural;⭕🇾🇪 #Yemen  - The United States and Britain can commit suicide before seeing Israeli ships or any ships crossing the ports of Occupied Palestine #GazaGenocide  #YemenSupportPalestine https://t.co/NI6irnQTc5;https://x.com/Son_YemeniRural/status/1746620063438799102;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 19:47:28 +0000 2024
1746812916307779879;GizliArsiv2023;1) Gazze'de 100 gün ! 🔻100 gün sonra düşman Gazze'nin kuzeyinin kontrolünü ele geçirdiğini iddia etti lakin düne kadar hala buradan füzeler atılıyor.. 🔻100 gün, siyonsit düşman Gazze tünellerini deniz suyuyla boğduğunu iddia ediyor ama kendi kanıyla boğuluyor. #FreePalaestine;https://x.com/GizliArsiv2023/status/1746812916307779879;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Mon Jan 15 08:33:48 +0000 2024
1746877391534776573;UNOCHA;100 days into the conflict, #Gaza continues to endure death, destruction and relentless devastation. Ongoing evacuation orders are pushing more people into ever-shrinking slivers of land. Access denials and constraints have increased since the start of 2024. Latest update ⬇️;https://x.com/UNOCHA/status/1746877391534776573;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Mon Jan 15 12:50:00 +0000 2024
1746841258142597331;AlertaNews24;🇮🇱🇵🇸 | AHORA - GUERRA ISRAEL-GAZA: Los muertos en Gaza ascienden a 24.100, tras más de 100 días de guerra con Israel.;https://x.com/AlertaNews24/status/1746841258142597331;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Mon Jan 15 10:26:25 +0000 2024
1746505714472771842;CoachRula1;"The irony of countries that promote free speech.  In the #USA &amp; #Israel if you say something “they” don’t like (and you have some influence) they will find you and murder you…but of course make it look like an accident, or suicide. #Facts";https://x.com/CoachRula1/status/1746505714472771842;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 12:13:05 +0000 2024
1744719139691016672;ill_big_donuts;ガザ保健省:   • 過去 24 時間で 12 件の虐殺、126 人が死亡、 241 人が負傷   • イスラエルの侵略開始以来の死者数は、 死者23,210名 負傷者59,167名に増加した。   これらの数字には、がれきの下敷きになったままの人々は含まれていない。（Google翻訳） #FreePalenstine #CraseFireNow #StopGazaGenocideNOW #WestandwithPalestine;https://x.com/ill_big_donuts/status/1744719139691016672;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Tue Jan 09 13:53:52 +0000 2024
1746328219886772579;KurdistanJiyane;Modern Radical #Judaism + #Zionism = Radical Judaism that is a dominant doctrine in today's #Israel. That is why we see how Israeli society is so merciless, murderous, and radical towards others. It is a toxic suicidal ingredient for society.;https://x.com/KurdistanJiyane/status/1746328219886772579;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 00:27:47 +0000 2024
1746499773924778419;golum42942196;#Israel https://t.co/M744ORlGnc 76 years of no recognition of Israel and UN Resolution 181 by Arab/Palestinians. First, wars were waged against Israel, when these were lost, they switched to terror with suicide attacks, bomb attacks, rocket attacks until October 7th with hostage;https://x.com/golum42942196/status/1746499773924778419;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 14 11:49:29 +0000 2024
1751328098472083724;sahabatalaqsha;#Gaza hari ini, Sabtu 27/1/2024. Di mana harus berteduh dari hujan musim dingin, dan berlindung dari hujan bom dan rudal Zionis? @tamerqdh  #Gaza_Genocide https://t.co/h4Wa7EzrLT;https://x.com/sahabatalaqsha/status/1751328098472083724;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sat Jan 27 19:35:31 +0000 2024
1751690999121039549;FreyaNorthnyot;Gaza Genocide Day 114 26,257  killed 64,797 wounded. https://t.co/CgOr35VSY1;https://x.com/FreyaNorthnyot/status/1751690999121039549;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Sun Jan 28 19:37:33 +0000 2024
1747763398291386383;GazaMartyrs;HELLO, CAN YOU HEAR ME?  WE HAVE ENTERED DAY 104 OF THE GENOCIDE.  I FEEL THAT DEATH IS VERY CLOSE TO ME. IF I MARTYR, NO NEED FOR ANYONE TO MOURN. I AM CERTAIN THAT DEATH IS THE TRUE SALVATION FROM WHAT IS HAPPENING TO US💔;https://x.com/GazaMartyrs/status/1747763398291386383;(suicide OR suicidal) (#gaza OR #palestine OR #gazagenocide OR #israel);suicide;Wed Jan 17 23:30:40 +0000 2024
